index,parameters,oversample_SMOTE__sampling_strategy,kn_class__n_neighbors,kn_class__weights,kn_class__algorithm,kn_class__p,training,validation,overfit_%
82,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 700, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,700,uniform,brute,2,0.945945946,1,5.714285714
83,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 700, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,700,uniform,brute,2,0.954954955,0.875,-8.372641509
84,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 700, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,700,uniform,brute,2,0.954954955,1,4.716981132
85,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 700, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,700,uniform,brute,2,0.936936937,1,6.730769231
86,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 700, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,700,uniform,brute,2,0.954954955,1,4.716981132
87,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 700, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,700,uniform,brute,2,0.954954955,1,4.716981132
88,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 700, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,700,uniform,brute,2,0.954954955,0.875,-8.372641509
89,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 700, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,700,uniform,brute,2,0.9375,1,6.666666667
90,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.918918919,0.875,-4.779411765
91,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.936936937,1,6.730769231
92,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.945945946,1,5.714285714
93,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.954954955,0.75,-21.46226415
94,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.945945946,0.625,-33.92857143
95,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.927927928,1,7.766990291
96,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.945945946,1,5.714285714
97,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.936936937,1,6.730769231
98,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.936936937,0.875,-6.610576923
99,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.954954955,1,4.716981132
100,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.936936937,1,6.730769231
101,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.954954955,1,4.716981132
102,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.945945946,1,5.714285714
103,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.954954955,0.875,-8.372641509
104,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 800, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,800,uniform,brute,2,0.946428571,1,5.660377358
105,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.918918919,0.875,-4.779411765
106,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.927927928,1,7.766990291
107,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.936936937,1,6.730769231
108,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.945945946,0.75,-20.71428571
109,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.945945946,0.625,-33.92857143
110,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.927927928,1,7.766990291
111,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.927927928,1,7.766990291
112,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.918918919,1,8.823529412
113,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.927927928,0.75,-19.17475728
114,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.936936937,1,6.730769231
115,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.927927928,1,7.766990291
116,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.936936937,1,6.730769231
117,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.927927928,1,7.766990291
118,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.945945946,0.75,-20.71428571
119,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 900, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,900,uniform,brute,2,0.946428571,1,5.660377358
120,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.90990991,0.875,-3.836633663
121,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.936936937,1,6.730769231
122,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.927927928,1,7.766990291
123,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.927927928,0.75,-19.17475728
124,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.936936937,0.625,-33.29326923
125,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.918918919,1,8.823529412
126,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.90990991,1,9.900990099
127,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.918918919,1,8.823529412
128,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.918918919,0.75,-18.38235294
129,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.945945946,1,5.714285714
130,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.927927928,1,7.766990291
131,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.927927928,1,7.766990291
132,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.936936937,1,6.730769231
133,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.936936937,0.75,-19.95192308
134,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1000, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1000,uniform,brute,2,0.946428571,1,5.660377358
135,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.891891892,0.875,-1.893939394
136,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.891891892,0.875,-1.893939394
137,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.900900901,1,11
138,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.90990991,0.75,-17.57425743
139,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.927927928,0.625,-32.64563107
140,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.90990991,1,9.900990099
141,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.891891892,1,12.12121212
142,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.900900901,1,11
143,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.900900901,0.875,-2.875
144,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.936936937,1,6.730769231
145,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.90990991,0.875,-3.836633663
146,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.927927928,1,7.766990291
147,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.927927928,1,7.766990291
148,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.927927928,0.75,-19.17475728
149,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1100, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1100,uniform,brute,2,0.9375,1,6.666666667
150,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.882882883,0.875,-0.892857143
151,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.873873874,0.875,0.128865979
152,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.927927928,0.875,-5.703883495
153,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.873873874,0.625,-28.47938144
154,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.900900901,0.625,-30.625
155,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.882882883,1,13.26530612
156,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.873873874,1,14.43298969
157,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.864864865,1,15.625
158,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.891891892,0.75,-15.90909091
159,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.918918919,1,8.823529412
160,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.891891892,0.875,-1.893939394
161,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.918918919,1,8.823529412
162,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.900900901,1,11
163,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.918918919,0.75,-18.38235294
164,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 1200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,1200,uniform,brute,2,0.919642857,1,8.737864078
